Listing_ID,Car_Title,Price_Raw,Source_Platform,Date_Scraped,Mileage_Raw
17285,Toyota Innova,586543.37,Local Dealer,2024-03-17,98668 km
17286,Honda Montero Sport AT URGENT,404248.01,Facebook Marketplace,2024-03-11,168145 km
17287,Ford EcoSport,794552.96,Facebook Marketplace,2024-03-22,196565 km
17288,Geely Mirage,283532.31,OLX,2024-03-23,119900km
17289,Chevrolet Ranger AT,634821.61,SM Auto,2024-03-20,196603 km
17290,TOYOTA CX-5,$1645326.40,OLX,2024-03-15,41667 km
17291,SUZUKI CX-5 GLX,1859747.62,Facebook Marketplace,2024-03-09,29708km
17292,NISSAN CITY,807218.35,Honda Cars Pre-Owned,2024-03-10,209191 km
17293,suzuki cx-5,288033.86,SM Auto,2024-03-19,141097 km
17294,Mitsubishi Ertiga RUSH,540819.74,Local Dealer,2024-03-07,73700 km
17295,chevrolet hr-v preowned,$1847209.30,AutoDeal,2024-03-22,97016 km
17296,geely wigo,757626.96,Toyota Certified Pre-Owned,2024-03-09,107697 km
17297,CHEVROLET ECOSPORT,1778121.07,OLX,2024-03-12,72384 kms
17298,GEELY BR-V MT NEGOTIABLE,407173.06,Toyota Certified Pre-Owned,2024-03-07,24648 km
17299,FORD TUCSON LE,975654.19,Facebook Marketplace,2024-03-26,"69,850 KM"
17300,Toyota Vios,631432.86,Facebook Marketplace,2024-03-17,"160,396 KM"
17301,suzuki fortuner preowned,477245.61 php,Local Dealer,2024-03-19,73146 km
17302,Mazda Fortuner RUSH,1428309.00,OLX,2024-03-26,168400km
17303,Ford CX-5 GL,,Local Dealer,2024-03-20,101878 km
17304,FOTON D-MAX SPORT,"1282129,79",SM Auto,2024-03-11,226208 km
17305,Honda BR-V,$1886941.69,Toyota Certified Pre-Owned,2024-03-18,75854 km
17306,Suzuki  CR-V  GLX,1183176.41,Carmudi,2024-03-15,57528 km
17307,Hyundai EcoSport URGENT,$319890.34,SM Auto,2024-03-10,134520 km
17308,mitsubishi almera,1754711.87,Facebook Marketplace,2024-03-14,32406 kms
17309,mg wigo urgent,,SM Auto,2024-03-28,8637 km
17310,Ford  Civic,$1052653.22,Local Dealer,2024-03-07,
17311,HONDA ALMERA,97718647,Toyota Certified Pre-Owned,2024-03-25,105252 km
17312,NISSAN RANGER,1570801.42,Honda Cars Pre-Owned,2024-03-04,137429 km
17313,kia fortuner at preowned,$1728475.90,SM Auto,2024-03-11,178590 km
17314,hyundai ranger,"1940087,13",Toyota Certified Pre-Owned,2024-03-20,
17315,toyota cx-5 xle,$1276585.45,Honda Cars Pre-Owned,2024-03-23,
17316,nissan mu-x gxl,941051.18,SM Auto,2024-03-11,246952km
17317,Hyundai Accent,1692168.52,SM Auto,2024-03-08,169638 kms
17318,Toyota M-X,667825.69,OLX,2024-03-18,213510 km
17319,nissan d-max gl nego,60401528,Carmudi,2024-03-23,13989km
17320,Mazda Ertiga,,Carmudi,2024-03-17,176849 km
17321,HONDA CX-5,1847754.20 php,SM Auto,2024-03-04,172255 km
17322,SUZUKI MU-X VGT,362322.34,Local Dealer,2024-03-05,
17323,honda tucson,755471.38 php,Facebook Marketplace,2024-03-12,115434 km
17324,MAZDA TUCSON LE,,Facebook Marketplace,2024-03-07,86006 km
17325,foton br-v gxl,785746.72,SM Auto,2024-03-15,77931km
17326,SUZUKI CR-V,889254.32,AutoDeal,2024-03-03,228009 kms
17327,CHEVROLET CX-5 GXL NEGO,1231158.61,Honda Cars Pre-Owned,2024-03-08,153917 kms
17328,MAZDA D-MAX GXL,415585.62,OLX,2024-03-20,198273 km
17329,mg mu-x,760613.99,Honda Cars Pre-Owned,2024-03-16,38034 km
17330,Mitsubishi Civic,207425.05 php,Facebook Marketplace,2024-03-23,232854 km
17331,KIA VIOS,1105811.68,Local Dealer,2024-03-05,67356 kms
17332,FOTON CX-5,1829427.49,Local Dealer,2024-03-21,22911 kms
17333,Mazda Sportage,"497973,40",OLX,2024-03-24,109649 km
17334,Mitsubishi Montero Sport,"409425,90",AutoDeal,2024-03-08,80117 km
17335,Kia Fortuner GLX Certified,644220.31,Toyota Certified Pre-Owned,2024-03-02,2797 km
17336,kia mirage,,Honda Cars Pre-Owned,2024-03-17,21428 km
17337,Hyundai MU-X GL RUSH,882191.57,Honda Cars Pre-Owned,2024-03-05,20452 km
17338,kia ranger,1085638.51,Honda Cars Pre-Owned,2024-03-03,149447 km
17339,kia ecosport,$1224168.31,Facebook Marketplace,2024-03-05,84627 km
17340,SUZUKI MU-X,$445276.11,Facebook Marketplace,2024-03-11,170253 km
17341,mitsubishi hr-v,"995639,76",Local Dealer,2024-03-02,
17342,Geely Mirage,"1765408,69",Toyota Certified Pre-Owned,2024-03-10,
17343,mazda accent at,1384317.33,Local Dealer,2024-03-16,187665 km
17344,Toyota Sportage,1043282.62,Toyota Certified Pre-Owned,2024-03-08,141316 km
17345,foton br-v,378462.20,Local Dealer,2024-03-12,28338 km
17346,GEELY CX-5,1281107.53,Toyota Certified Pre-Owned,2024-03-22,23370 km
17347,MG CIVIC MT,801316.49,AutoDeal,2024-03-18,214052 kms
17348,Foton Ertiga MT,634361.13,Facebook Marketplace,2024-03-09,"87,460 KM"
17349,honda almera,"804191,92",Honda Cars Pre-Owned,2024-03-20,
17350,Geely CX-5,721565.72,OLX,2024-03-02,41193 kms
17351,Isuzu Wigo,1514374.81,Honda Cars Pre-Owned,2024-03-11,201427km
17352,Toyota Navara MT,711862.81,AutoDeal,2024-03-03,76669 km
17353,kia mirage gxl urgent,459675.93,Facebook Marketplace,2024-03-07,66290 km
17354,NISSAN ALMERA AT RUSH,1702747.45 php,Toyota Certified Pre-Owned,2024-03-16,165445km
17355,Mitsubishi Vios,1367027.07 php,Facebook Marketplace,2024-03-13,192449 km
17356,Geely Fortuner GLX,"1538196,80",Toyota Certified Pre-Owned,2024-03-03,135645 km
17357,Chevrlet MU-X AT,1974058.11,Toyota Certified Pre-Owned,2024-03-12,2527 km
17358,foton mirage,$1885207.74,Carmudi,2024-03-26,108694 km
17359,Mitsubishi Picanto,312461.18,AutoDeal,2024-03-10,81340 km
17360,Ford Almera,51899003,Carmudi,2024-03-25,
17361,Chevrolet  CX-5  XLE,302330.23 php,Carmudi,2024-03-26,181072 km
17362,Chevrolet  Almera,293940.38,SM Auto,2024-03-22,131613km
17363,ford br-v gxl,480737.89,SM Auto,2024-03-03,221691 km
17364,ford vios glx,576045.08,SM Auto,2024-03-20,209060 km
17365,Foton BR-V,$1862965.56,Toyota Certified Pre-Owned,2024-03-24,9008 km
17366,Kia Innova,1931610.37,Toyota Certified Pre-Owned,2024-03-26,
17367,mitsubishi innova,562537.17,Toyota Certified Pre-Owned,2024-03-05,232876 km
17368,chevrolet almera,1147875.79,Carmudi,2024-03-20,
17369,Foton  CR-V  URGENT,232652.65,Carmudi,2024-03-01,122750 km
17370,MG Fortuner,1570077.22 php,Local Dealer,2024-03-25,930 km
17371,hyundai ranger rush,$465213.62,Carmudi,2024-03-18,187855 kms
17372,MG Wigo GL,$695170.48,Local Dealer,2024-03-27,217919km
17373,MG Ertia GLX,107307168,SM Auto,2024-03-26,185189 km
17374,CHEVROLET INNOVA SPORT,736860.99,Toyota Certified Pre-Owned,2024-03-18,134002 kms
17375,Ford MU-X Sport Nego,,Local Dealer,2024-03-05,
17376,Chevrolet CX-5,1101878.80,Honda Cars Pre-Owned,2024-03-20,75355 km
17377,Ford  CR-V,390263.77 php,AutoDeal,2024-03-25,228626km
17378,toyota cr-v certified,641871.34,Honda Cars Pre-Owned,2024-03-01,72615 km
17379,Isuzu Mirage Nego,1787561.93,SM Auto,2024-03-06,
17380,Mazda Wio GXL,"548851,68",SM Auto,2024-03-21,173101 km
17381,mitsubishi mirage gl,242816.63 php,AutoDeal,2024-03-16,153478 km
17382,Mazda Xpander GXL,767608.08,Facebook Marketplace,2024-03-08,240324 km
17383,NISSAN VIOS MT,219311.19,SM Auto,2024-03-09,"16,465 KM"
17384,chevrolet civic,1257252.15,Local Dealer,2024-03-11,
17385,Honda D-Max AT,"339013,48",Facebook Marketplace,2024-03-15,"185,785 KM"
17386,FORD ALMERA URGENT,1284786.51,OLX,2024-03-13,"218,806 KM"
17387,TOYOTA BR-V,748692.27,Toyota Certified Pre-Owned,2024-03-18,79992 km
17388,Hyundai Pianto LE,733191.63,AutoDeal,2024-03-24,185853 km
17389,Chevrolet Montero Sport,1488634.78,OLX,2024-03-24,96250 km
17390,HONDA NAVARA AT,$1637752.96,Toyota Certified Pre-Owned,2024-03-28,160856 km
17391,Chevrolet CX-5,$1702857.32,Local Dealer,2024-03-26,52531 km
17392,Suzuki D-Max Nego,191129.88,Carmudi,2024-03-05,54466 km
17393,Mazda U-X,1277767.78,Toyota Certified Pre-Owned,2024-03-08,109646km
17394,IsuzuAccent,963721.42,Facebook Marketplace,2024-03-26,172023 km
17395,NISSAN WIGO CERTIFIED,0,Honda Cars Pre-Owned,2024-03-23,67423 km
17396,Hyundai Almera,$1804162.38,OLX,2024-03-15,45107 kms
17397,isuzu civic gxl,494761.95,SM Auto,2024-03-18,"241,671 KM"
17398,Foton  Accent,1803610.73,Honda Cars Pre-Owned,2024-03-12,157939 km
17399,mitsubishi navara,636518.37,Toyota Certified Pre-Owned,2024-03-01,85917 km
17400,kia innova,317687.65,OLX,2024-03-11,147556 km
17401,Geely Xpander MT,1108890.98,AutoDeal,2024-03-24,"202,451 KM"
17402,Geely  D-Max,$609162.13,Toyota Certified Pre-Owned,2024-03-08,247774km
17403,honda montero sport le,"1581289,34",AutoDeal,2024-03-02,104676 km
17404,hyundai fortuner,$1671674.12,Carmudi,2024-03-22,66116 km
17405,foton mirage xle preowned,448026.66,Local Dealer,2024-03-24,196799 km
17406,Suzuki  Accent,1633758.09 php,SM Auto,2024-03-02,15747 km
17407,SUZUKI ALMERA,1961161.37,Facebook Marketplace,2024-03-24,117255 km
17408,Chevrolet Civic MT,1434840.74 php,Local Dealer,2024-03-02,243445 km
17409,MAZDA ERTIGA,699580.44,OLX,2024-03-28,222119 kms
17410,isuzu tucson certified,$860437.84,Facebook Marketplace,2024-03-12,158500 kms
17411,Toyota Ranger GXL,561581.86,AutoDeal,2024-03-14,155804 km
17412,ford civic,"1226134,24",OLX,2024-03-07,154325 kms
17413,MG  EcoSport  Negotiable,,AutoDeal,2024-03-01,145673 kms
17414,Toyota Picanto AT,"759653,94",Facebook Marketplace,2024-03-26,223749 km
17415,chevrolet city vgt rush,1321465.58,Honda Cars Pre-Owned,2024-03-13,"246,177 KM"
17416,hyundai wigo,1564248.53,Honda Cars Pre-Owned,2024-03-19,232871km
17417,Hyundai  Tucson,1482401.27,AutoDeal,2024-03-26,80405 km
17418,TOYOTA BR-V AT,1144038.98 php,Honda Cars Pre-Owned,2024-03-24,157512 km
17419,foton fortuner,961267.37,Facebook Marketplace,2024-03-23,246447 km
17420,Suzuki  Wigo  Preowned,1837931.97,Facebook Marketplace,2024-03-25,86388 km
17421,Mitsubishi C-V,1187807.68,SM Auto,2024-03-10,196190 kms
17422,Toyota D-Max RUSH,134916121,Local Dealer,2024-03-22,120891 km
17423,CHEVROLET XPANDER,615256.24 php,Carmudi,2024-03-26,144426 km
17424,ford xpander,1933471.64,Facebook Marketplace,2024-03-13,129226 km
17425,G Fortuner,1253664.65,OLX,2024-03-11,"206,671 KM"
17426,Isuzu City MT,1467106.16,OLX,2024-03-04,66609 km
17427,isuzu cx-5,1359344.45,Honda Cars Pre-Owned,2024-03-21,"116,500 KM"
17428,chevrolet tucson glx,$1154358.29,Facebook Marketplace,2024-03-01,238216 kms
17429,mazda ecosport,564896.29 php,Facebook Marketplace,2024-03-17,224978 km
17430,MITSUBISHI MU-X GXL,159186.87 php,OLX,2024-03-24,49750 km
17431,Ford  Xpander  AT,931003.88,OLX,2024-03-15,"90,992 KM"
17432,HYUNDAI CR-V XLE,1350485.94,Carmudi,2024-03-18,25384 kms
17433,Honda  CX-5,296727.36,OLX,2024-03-13,"219,876 KM"
17434,Isuu Almera Certified,104698128,Carmudi,2024-03-07,230159 km
17435,mitsubishi almera negotiable,"1497041,60",Facebook Marketplace,2024-03-24,247060 km
17436,SuzukiFortuner,25937587,SM Auto,2024-03-10,190889km
17437,Mazda HR-V Certified,195823985,Toyota Certified Pre-Owned,2024-03-25,191406 km
17438,kia ranger,211667.93,SM Auto,2024-03-19,40703 km
17439,Mitsubishi Civic MT Negotiable,0,Honda Cars Pre-Owned,2024-03-02,29057 km
17440,nissan innova vgt urgent,994244.18,AutoDeal,2024-03-16,"168,835 KM"
17441,nissan mu-x,$637471.87,Honda Cars Pre-Owned,2024-03-19,"240,401 KM"
17442,Honda Xpander Sport URGENT,$1165266.05,AutoDeal,2024-03-20,172155 km
17443,suzuki almera,$1350277.19,OLX,2024-03-17,238011 km
17444,geely civic at,0,SM Auto,2024-03-04,"161,468 KM"
17445,mitsubishi montero sport,1243264.64,Facebook Marketplace,2024-03-13,
17446,MAZDA RANGER,1367226.98,Toyota Certified Pre-Owned,2024-03-10,237645 km
17447,Hyunda D-Max Preowned,1691671.53,AutoDeal,2024-03-20,
17448,Nissan Montero Sport MT,174722801,Facebook Marketplace,2024-03-22,170483 km
17449,mazda picanto sport,692032.25,AutoDeal,2024-03-21,163486 kms
17450,Ford MU-X NEGO,1201754.91,Facebook Marketplace,2024-03-16,15793 km
17451,honda tucson preowned,1299203.78,OLX,2024-03-20,174899 km
17452,geely picanto negotiable,64512350,Toyota Certified Pre-Owned,2024-03-03,39880 km
17453,Ford Wigo LE,824072.52,AutoDeal,2024-03-19,
17454,HONDA ECOSPORT GXL,,AutoDeal,2024-03-26,
17455,mg sportage,179943129,OLX,2024-03-14,
17456,kia sportage urgent,1133747.06,Local Dealer,2024-03-16,35641 km
17457,Chevrolet Accent,694916.29,Carmudi,2024-03-18,85127 km
17458,MG ALMERA,0,Toyota Certified Pre-Owned,2024-03-22,121543 km
17459,mazda navara,1640148.90,OLX,2024-03-17,53933 km
17460,isuzu d-max,1521508.29 php,Carmudi,2024-03-27,70691 kms
17461,kia picanto at,"1291032,62",AutoDeal,2024-03-07,165116 kms
17462,nissan cx-5 glx,1510610.57,SM Auto,2024-03-24,9210 km
17463,suzuki civic,1558146.59,Honda Cars Pre-Owned,2024-03-20,30892 km
17464,suzuki cx-5 vgt,"1881462,13",Local Dealer,2024-03-24,20103km
17465,mg d-max negotiable,1322751.50,OLX,2024-03-18,73994 km
17466,Isuzu Almera Negotiable,129364675,AutoDeal,2024-03-19,63014km
17467,ISUZU CR-V GXL,1665303.57,Local Dealer,2024-03-13,238593km
17468,isuzu xpander mt,,AutoDeal,2024-03-24,197360 km
17469,Suzuki BR-V GLX,1853721.28 php,Honda Cars Pre-Owned,2024-03-21,208446 km
17470,Geely  Accent  VGT  Nego,,OLX,2024-03-24,142847 km
17471,Mazda Vios Nego,1190644.63,SM Auto,2024-03-20,248656km
17472,Mazda Fortuner VGT Negotiable,$1155747.89,Carmudi,2024-03-02,140744 km
17473,FORD D-MAX RUSH,1380151.77,Toyota Certified Pre-Owned,2024-03-20,97608 km
17474,honda civic sport,,Carmudi,2024-03-18,"92,337 KM"
17475,CHEVROLET BR-V LE,1713055.51 php,Carmudi,2024-03-08,158766km
17476,ford hr-v,765475.20,Honda Cars Pre-Owned,2024-03-22,186800 kms
17477,nissan city gxl,,Facebook Marketplace,2024-03-26,
17478,Suzuki Tucson Nego,343428.83,Local Dealer,2024-03-05,"1,207 KM"
17479,KIA D-MAX XLE,1788730.47,Facebook Marketplace,2024-03-08,
17480,Toyota Mirage GXL,$1781222.18,Local Dealer,2024-03-06,32600 km
17481,CHEVROLET BR-V GLX,,AutoDeal,2024-03-03,"33,328 KM"
17482,nissan ranger,157175637,Local Dealer,2024-03-25,173758 km
17483,chevrolet sportage preowned,"1675344,69",Toyota Certified Pre-Owned,2024-03-23,5237 km
17484,mitsubishi ecosport le,,Toyota Certified Pre-Owned,2024-03-16,188982 km
17485,Honda CX-5 VGT,1693421.97,Toyota Certified Pre-Owned,2024-03-04,43322 km
17486,hyundai wigo,"1704148,46",Toyota Certified Pre-Owned,2024-03-13,
17487,Ford CR-V XLE,1760822.02,Honda Cars Pre-Owned,2024-03-20,212306 km
17488,MG  BR-V,164222.65,AutoDeal,2024-03-23,243632km
17489,FOTON CX-5 LE RUSH,1296636.00,OLX,2024-03-08,119493 km
17490,Suzuki Accent,189845081,Local Dealer,2024-03-02,214751 km
17491,Honda  Xpander  Negotiable,1296326.01,Local Dealer,2024-03-06,217906km
17492,Mitsubishi CR-V,335785.98,OLX,2024-03-22,"224,684 KM"
17493,GEELY XPANDER GL,$1716622.69,Facebook Marketplace,2024-03-22,188067 km
17494,Nissan  Ertiga  RUSH,1309509.55,Local Dealer,2024-03-27,
17495,NISSAN D-MAX,158723868,Carmudi,2024-03-03,179936 km
17496,toyota ertiga vgt,795905.16,Toyota Certified Pre-Owned,2024-03-21,
17497,foton city mt,1559515.09,Honda Cars Pre-Owned,2024-03-25,244309 km
17498,suzuki civic,$862497.56,OLX,2024-03-19,
17499,suzuki navara,730595.86,Toyota Certified Pre-Owned,2024-03-25,41132 km
17500,HONDA CR-V VGT,497693.67 php,SM Auto,2024-03-18,199197 km
17501,Suzuki Almera,593005.79,OLX,2024-03-14,78435 km
17502,MAZDA SPORTAGE RUSH,"1061243,35",Honda Cars Pre-Owned,2024-03-21,228898 kms
17503,kia almera,"997358,12",Local Dealer,2024-03-10,"228,163 KM"
17504,Suzuki Mirage Sport,1200078.53,Carmudi,2024-03-11,158411 km
17505,Suzuki Ertiga,$1512767.64,Carmudi,2024-03-23,"148,968 KM"
17506,isuzu montero sport,197225.05,SM Auto,2024-03-21,198792 km
17507,Hyundai Civic,1950344.73,OLX,2024-03-09,159654 km
17508,Mazd Civic,273214.49,SM Auto,2024-03-04,"27,597 KM"
17509,Foton  Almera,654168.90,Local Dealer,2024-03-19,99074 km
17510,KIA PICANTO GLX,,Facebook Marketplace,2024-03-01,220101 kms
17511,honda vios,1704387.18 php,AutoDeal,2024-03-24,96720 km
17512,Geely Civic GL,1883175.54,AutoDeal,2024-03-26,234187 km
17513,geely hr-v,211669.89,Honda Cars Pre-Owned,2024-03-22,184255km
17514,onda Mirage,,Local Dealer,2024-03-05,"122,585 KM"
17515,Chevrolet  HR-V  VGT  Negotiable,389153.05,AutoDeal,2024-03-26,203266 km
17516,Chevrolet Innova MT,334119.13,Honda Cars Pre-Owned,2024-03-10,63480 km
17517,Foton D-Max,"351261,29",SM Auto,2024-03-04,54359 km
17518,toyota montero sport glx preowned,1999223.45,Toyota Certified Pre-Owned,2024-03-08,228381 km
17519,KIA ACCENT SPORT,36744712,Toyota Certified Pre-Owned,2024-03-04,
17520,Nissan EcoSport Sport,1147368.23 php,SM Auto,2024-03-05,218596 km
17521,Hyundai  Ertiga,1327125.81,AutoDeal,2024-03-28,
17522,Honda Picanto,639803.53,Facebook Marketplace,2024-03-23,7096 km
17523,Honda  D-Max  Preowned,$1372294.47,Facebook Marketplace,2024-03-19,"51,254 KM"
17524,FORD D-MAX,$1757586.54,Facebook Marketplace,2024-03-10,59153 km
17525,Toyota  CR-V,1642076.26,Toyota Certified Pre-Owned,2024-03-25,150844 km
17526,MG ALMERA XLE CERTIFIED,637520.25,Toyota Certified Pre-Owned,2024-03-24,92745 km
17527,Isuzu  HR-V  MT,1706093.35,Honda Cars Pre-Owned,2024-03-26,150407 km
17528,Mitsubishi  Mirage  NEGO,953582.08,OLX,2024-03-21,18541 km
17529,geely city sport,"604687,74",Honda Cars Pre-Owned,2024-03-17,157403km
17530,Ford BR-V,204609.25 php,Honda Cars Pre-Owned,2024-03-10,120768 km
17531,suzuki cr-v,1113941.18,Local Dealer,2024-03-08,117103 km
17532,Suzuki Ertiga URGENT,1060794.11,OLX,2024-03-05,142753 km
17533,Nissan CX-5,1324955.12,OLX,2024-03-15,
17534,toyota civic,1540492.85,Local Dealer,2024-03-22,
17535,MG  Tucson  GXL  RUSH,$1205414.08,SM Auto,2024-03-10,198413 km
17536,Chevrolet  Mirage  AT,201741.40,Carmudi,2024-03-04,"236,950 KM"
17537,isuzu cx-5,1787343.02,Local Dealer,2024-03-23,51005 km
17538,ford cx-5,"1456149,05",SM Auto,2024-03-21,87337km
17539,Isuzu  HR-V  GLX,0,OLX,2024-03-12,179221 kms
17540,Suzuki  Accent  Sport,280180.19 php,Facebook Marketplace,2024-03-01,"237,485 KM"
17541,Mitsubishi Navara,1918109.29,SM Auto,2024-03-05,45379 km
17542,Toyota HR-V,"192980,98",SM Auto,2024-03-04,
17543,Ford Mirage,"1454625,95",AutoDeal,2024-03-05,225805 km
17544,Nissan CX-5 Sport,151674.10,Honda Cars Pre-Owned,2024-03-01,
17545,Foton Ertiga MT,$1612146.21,Local Dealer,2024-03-18,231406 km
17546,kia br-v,1422010.15,AutoDeal,2024-03-09,"145,683 KM"
17547,Suzuki Mirage Nego,1271337.52,AutoDeal,2024-03-15,22857 km
17548,Kia Innova,1844750.41,Local Dealer,2024-03-23,146592 km
17549,Toyota City,,Facebook Marketplace,2024-03-11,243690 km
17550,Mitsubishi D-Max,1947210.08,AutoDeal,2024-03-10,244020 km
17551,Honda Civic,"1500384,12",SM Auto,2024-03-13,"67,671 KM"
17552,Chevrolet  Vios  MT,1787545.96,Carmudi,2024-03-12,67383 kms
17553,honda vios mt preowned,$830747.60,OLX,2024-03-21,216376 km
17554,chevrolet d-max glx,1572905.64,Carmudi,2024-03-20,75535 km
17555,Mitsubishi  CR-V,1646055.55 php,Toyota Certified Pre-Owned,2024-03-15,69685 kms
17556,Kia Mirage,1546570.14,Carmudi,2024-03-14,104820 km
17557,Foton Fortuner GLX Preowned,215097.54,Facebook Marketplace,2024-03-03,58396 km
17558,Geely Almera LE,598882.46 php,Carmudi,2024-03-27,42321 kms
17559,Hyundai Innova MT,1406162.62,Honda Cars Pre-Owned,2024-03-26,"32,853 KM"
17560,Suzuki Ertiga,1949666.71,AutoDeal,2024-03-10,
17561,Geely Tucson,241798.75,AutoDeal,2024-03-28,36490 km
17562,Ford D-Max GLX Nego,$1949012.15,SM Auto,2024-03-21,149022 km
17563,Nissan  CX-5  MT,880132.73 php,Honda Cars Pre-Owned,2024-03-06,216253 kms
17564,kia cr-v gxl,1605608.64,Facebook Marketplace,2024-03-08,104179 km
17565,TOYOTA ALMERA AT,324461.83,OLX,2024-03-26,178907 km
17566,foton vios sport,"1996798,70",AutoDeal,2024-03-14,9963 km
17567,kia navara negotiable,$772986.57,Toyota Certified Pre-Owned,2024-03-26,114327 kms
17568,Nissan Sportage MT,242521.18,OLX,2024-03-20,
17569,Chevrolet  CR-V  GXL,249053.21,Carmudi,2024-03-28,231820km
17570,mg accent sport,598367.62,Facebook Marketplace,2024-03-28,77183 km
17571,MAZDA ALMERA,1232558.18,AutoDeal,2024-03-11,
17572,suzuki mu-x gl,943230.70,SM Auto,2024-03-13,169359 km
17573,Mitsubishi Vios URGENT,0,Local Dealer,2024-03-18,"15,539 KM"
17574,KiaBR-V GLX Certified,$1115606.04,SM Auto,2024-03-18,"163,427 KM"
17575,Ford MU-X URGENT,,Honda Cars Pre-Owned,2024-03-28,182474km
17576,hyundai hr-v negotiable,435488.83,SM Auto,2024-03-11,120479 km
17577,Isuzu Sportage LE,922899.45,Facebook Marketplace,2024-03-26,"190,134 KM"
17578,Ford BR-V VGT,,AutoDeal,2024-03-22,"149,424 KM"
17579,isuzu br-v certified,1046687.69,Honda Cars Pre-Owned,2024-03-14,236671km
17580,ford picanto vgt,1635220.81 php,Facebook Marketplace,2024-03-09,29090 kms
17581,nissan ranger mt,921967.23,AutoDeal,2024-03-09,81970 km
17582,Ford Mirage GL,1232275.17 php,AutoDeal,2024-03-17,94572 km
17583,Isuzu HR-V XLE,$1696632.09,OLX,2024-03-12,
17584,mitsubishi mirage,$1603812.77,SM Auto,2024-03-13,241136 kms
17585,hyundai picanto,"1112318,61",AutoDeal,2024-03-01,80199 km
17586,Suzuki Naara,1466298.62,SM Auto,2024-03-08,25534 km
17587,Foton Ranger Sport,543087.04,SM Auto,2024-03-13,27246 km
17588,ISUZU VIOS XLE,0,Local Dealer,2024-03-24,222623 km
17589,Ford Xpander GL,235613.00,Honda Cars Pre-Owned,2024-03-24,193727 km
17590,ford tucson glx preowned,1731992.19,Carmudi,2024-03-14,175000 km
17591,GEELY ACCENT RUSH,1905912.96,OLX,2024-03-26,"48,989 KM"
17592,Geey Ranger AT URGENT,963434.92,Toyota Certified Pre-Owned,2024-03-13,"158,082 KM"
17593,MG anger,1776605.57,AutoDeal,2024-03-23,15495 km
17594,Toyota Ertiga GLX,$1488064.70,AutoDeal,2024-03-10,134182 km
17595,Ford EcoSport,$1940188.42,Carmudi,2024-03-12,171538 km
17596,mazda navara at,$516899.91,Carmudi,2024-03-01,118612 km
17597,FOTON CITY,,Facebook Marketplace,2024-03-19,66798km
17598,Mitsubishi MU- Sport,1394380.25,Local Dealer,2024-03-22,107376 km
17599,toyota sportage glx,$1784460.62,Local Dealer,2024-03-24,
17600,toyota cx-5 gxl,128388554,Toyota Certified Pre-Owned,2024-03-11,155915 km
17601,suzuki br-v gxl,1195207.53,Facebook Marketplace,2024-03-11,51155 km
17602,kia xpander,"734913,36",Local Dealer,2024-03-04,95338 km
17603,toyota ranger vgt,661616.49,AutoDeal,2024-03-25,227584 km
17604,ford vios vgt,817681.59,OLX,2024-03-04,36150 km
17605,Geely Innova AT,1462099.74 php,Local Dealer,2024-03-06,62689km
17606,MG Almera,$698799.36,SM Auto,2024-03-18,67093km
17607,mitsubishi sportage,1351294.32,SM Auto,2024-03-22,106181 km
17608,chevrolet tucson,$1373416.21,Facebook Marketplace,2024-03-08,98217 km
